
--- vl_despesa ---vl_despesa
16987,67        14
347,50          14
5315,00         14
3114,60         14
42500,00        14
851,61          14
4560,36         14
1680,00         14
775,00          14
748,00          14
384,06          14
285,00          14
1560,00         14
3870,00         14
564,00          14
23916,66        14
3360,00         14
94518,39        14
26833,33        14
37833,00        14
4725,00         14
558,00          13
114,00          13
54,00           13
435,00          13
1278,13         13
213,76          13
1296,00         13
1935,00         13
1078,00         13
395,00          13
2191,00         13
1512,00         13
1732,50         13
42400,00        13
12596,00        13
355,00          13
4302,00         13
80,16           13
431,00          13
0,05            12
612,00          12
1945,60         12
7480,34         12
764,86          12
27270,83        12
27892,01        12
13470,97        12
4950,00         12
232,86          12
7293,82         12
399,00          12
3500,"00        12
1960,00         12
487,00          12
3643,20         12
1016,00         12
912,00          12
294,77          12
756,00          12
702,00          12
518,00          12
996,00          12
798,00          12
112,00          12
457,98          12
1017,74         12
746,35          12
141,00          12
1160,00         12
1887,94         12
494314,32       12
27221,98        12
7600,00         12
4076,00         12
948,00          12
4632,08         12
26326,48        12
27706,50        12
1770,00         12
4104,42         12
161,60          12
1295,00         12
425,00          12
12500,00        12
1490,00         12
112,92          12
1316,00         12
1222,80         12
848,00          12
7463,60         12
7440,00         12
1022,"00        12
628,"10         12
10053,54        12
3496,"50        12
1013,00         12
247,18          12
1063,00         12
2140,00         12
710,00          12
295,00          12
398,00          12
155,00          12
54728,85        12
2051,53         12
6715,41         12
1843,45         12
1218,98         12
-70,00          12
670,96          12
385,00          12
1965,00         12
57398,55        12
1555,34         12
3302,36         12
985,00          12
148,08          12
670,00          12
2960,00         12
6800,00         12
366,00          12
2350,00         12
2340,00         12
1382,59         12
704,00          12
688,54          12
1416,81         12
4892,33         12
16939,07        12
106193,42       12
1070,26         12
207,72          12
3634,92         12
3829,00         12
913,00          12
224,71          12
6675,00         12
248,00          12
-30,00          12
1386,00         12
72,57           12
933,12          12
3509,75         12
4354,17         12
50,60           12
55173,80        12
75,90           12
11878,97        12
2492,00         12
11673,44        12
652,61          12
705,00          12
81252,46        12
1360,00         12
1245,48         12
277,12          12
244,32          12
60000,00        12
368,76          11
57309,56        11
1410,00         11
348,00          11
2060,00         11
5196,50         11
7920,00         11
103,03          11
830,00          11
294,00          11
66,00           11
215,00          11
24000,00        11
1140,00         11
29820,00        11
1480,00         11
696,00          11
376,00          11
2190,00         11
76,20           11
2050,00         11
3045,00         11
279,00          11
133,60          11
225,00          11
300,"00         11
24,00           11
345,00          11
9350,00         11
2750,00         11
1240,00         11
792,00          11
76,16           11
95,00           11
27176,98        11
172991,66       11
7800,00         11
4093,00         11
444,24          11
7840,00         11
6560,00         11
1752,00         10
610,00          10
3832,86         10
50,75           10
6433,00         10
2136,60         10
1530,00         10
112,50          10
4440,00         10
599,00          10
302,00          10
2355,00         10
4700,00         10
10080,00        10
8600,00         10
13,50           10
20000,00        10
2180,00         10
690,00          10
10402,40        10
4494,63         10
1583,00         10
1640,00         10
52,00           10
1880,00         10
252,00          10
2905,00         10
4430,26         10
235,00          10
228,00          10
5824,00         10
5328,00         10
3840,00         10
11500,00        10
5050,00         10
328,24          10
819,00          10
1470,00         10
765,19          10
5580,00         10
1785,00         10
27,00           10
375,00          10
468,00          10
615,00          10
940,00          10
3590,00         10
195,00          10
2130,00         10
999,54          10
1830,00         10
2448,00         10
1780,00         10
221,26          10
2290,00         10
4261,13         10
150000,00       10
3400,00         10
3240,00         10
1520,00         10
3421,63         10
253,00          10
2310,00         10
56,00           10
84,00           10
56,80           10
1380,00          9
48,00            9
740,00           9
1590,00          9
4721,00          9
658,00           9
777,42           9
1605,00          9
1632,00          9
8800,00          9
467,60           9
2321,74          9
1079,46          9
785,00           9
359,00           9
352,00           9
1130,00          9
3760,00          9
2970,00          9
574,00           9
37100,00         9
2189,57          9
267,00           9
716,74           9
336,00           9
311,17           9
427,20           9
1390,00          9
346,00           9
1391,43          9
570,08           9
393,75           9
716,00           9
3036,00          9
3768,00          9
1672,00          9
18000,00         9
2,24             9
1968,19          9
9535,44          9
2370,65          9
992,00           9
4216,10          9
609,81           9
1414,00          9
60,72            9
1441,93          9
567,92           9
2202,00          9
1210,15          9
488,00           9
15787,20         9
1455,00          9
10929,60         9
14389,96         9
843,84           9
1820,00          9
2563,00          9
6072,00          9
259,14           9
3250,00          9
284,00           9
479,00           9
1986,04          9
37,02            9
512,00           9
0,11             9
2027,59          9
1032,00          9
1838,95          9
448,75           9
1935,53          9
143963,99        9
2112,27          9
1131,52          9
2035,48          9
2986,48          9
4290,00          9
182,40           9
532,00           9
163,10           9
4300,48          9
5490,00          9
94,14            9
616,00           9
698,92           9
392,00           9
1562,29          9
2450,00          9
85848,30         9
186,00           9
1690,00          9
3705,36          9
899,55           9
2668,00          9
1268,75          9
255,00           9
239,34           9
1678,00          9
1452,50          9
1776,96          9
228,13           9
716,75           9
393,25           9
338,00           9
242,99           9
754,00           9
241,50           9
3780,00          9
305,80           9
60,98            9
104,"00          9
63,00            9
78,90            9
178,00           9
3050,00          9
708,02           9
873,67           9
1221,66          9
1793,57          9
233,00           9
4310,00          9
2881,47          9
357,00           9
42,00            9
44,87            9
1011,23          9
52909,09         9
2360,00          9
476,00           9
6900,00          9
10620,00         9
584,00           9
212,00           9
345,60           9
280,"00          9
106,88           9
2206,54          9
1312,50          9
858,00           9
820,61           9
1462,47          9
924,00           9
796,56           9
2580,00          9
838144,51        9
1351,06          9
1674,75          9
3740,00          9
898,87           9
17001,60         9
549,47           9
358,00           9
728,00           9
12480,00         9
800,40           9
4264,01          9
170,92           9
29179,92         9
149,00           9
568,00           9
179,00           9
56419,66         9
4050,00          9
2866,99          9
2772,00          9
136,80           9
583,00           9
22000,00         9
4850,00          9
1165,00          9
890,00           9
213,"65          9
0,28             9
1540,00          9
2636,60          9
55,00            9
115,00           9
496,51           9
11,78            9
518,28           9
5520,00          9
194,60           9
326,00           9
3346,58          9
152,40           9
1695,00          9
1244,00          9
117,00           9
1024,14          9
4462,50          9
426,70           9
1408,22          9
6114,00          9
24843,71         9
2007,95          9
4260,00          9
400,80           8
9695,00          8
632,00           8
218,00           8
16900,00         8
85,80            8
28000,00         8
3206,79          8
33,00            8
908,59           8
164970,00        8
44,00            8
14627,28         8
2148,00          8
325,00           8
5238,00          8
4640,00          8
8280,00          8
748,10           8
2619,00          8
1487,50          8
4963,86          8
408,42           8
246,00           8
5360,00          8
63988,98         8
51,21            8
50089,54         8
2221,20          8
798,45           8
3057,00          8
4100,00          8
895,84           8
1730,00          8
804,00           8
3280,00          8
79,82            8
34,00            8
17809,87         8
465805,95        8
14300,00         8
4300,00          8
605,00           8
498,00           8
11880,00         8
13500,00         8
2480,00          8
1128,00          8
8100,00          8
1178,00          8
17661,12         8
512,08           8
4550,00          8
56930,69         8
4920,00          8
234,00           8
441,04           8
17,00            8
52,50            8
2784,00          8
69,00            8
2890,00          8
545,00           8
278,00           8
908,00           7
2004,00          7
5450,00          7
87,00            7
232,50           7
28800,00         7
62,00            7
1620,00          7
1495,00          7
0,38             7
59645,27         7
2990,00          7
5940,00          7
1315,00          7
5625,00          7
334,00           7
46290,82         7
897,50           7
25,00            7
244,00           7
1688,00          7
305,00           7
0,21             7
2440,00          7
1195,60          7
1085,00          7
161,00           7
620,40           7
31027,50         7
101376,66        7
10775,00         7
96858,43         7
68,74            7
70706,38         7
98,00            7
76,00            7
5900,00          7
1510,00          7
546,01           7
306,00           7
1220,00          7
1655,00          7
291,90           7
54000,00         7
1205,00          7
1629,02          7
2247,00          7
852,00           7
335,00           7
0,60             7
712,50           7
2460,00          7
9840,00          7
1005,00          7
609,00           7
128,"00          7
1340,00          7
5460,00          7
43200,00         7
16000,00         7
582,00           7
4960,00          7
174,00           7
2520,00          7
484,00           7
79,00            7
5600,00          7
196,00           7
886,30           7
15,00            7
2610,00          7
5830,00          7
3330,00          7
2720,00          7
21585,40         7
200,30           7
299,60           7
572,40           7
32,00            7
2558,55          7
25500,00         7
544,00           7
116,18           7
141,30           6
9504,00          6
26,32            6
629,34           6
562,70           6
2285,00          6
1582,20          6
2135,00          6
2280,00          6
5578,07          6
2190,57          6
3848,58          6
2616,30          6
72,90            6
2747,14          6
615,30           6
724,00           6
22770,00         6
8834,69          6
1008,00          6
16962,45         6
828,00           6
233,20           6
3499,"89         6
553,50           6
37,50            6
3706,35          6
7770,00          6
208,98           6
2546,00          6
399,65           6
8578,40          6
1999,60          6
158520,00        6
534,00           6
2660,00          6
1270,00          6
347,63           6
238,00           6
808,92           6
934,11           6
2613,63          6
520,38           6
740,40           6
1660,96          6
7144,10          6
2491,43          6
453,45           6
138,86           6
6360,00          6
120,24           6
7560,00          6
21,32            6
3828,00          6
859,72           6
258,00           6
323,20           6
6300,03          6
289,47           6
136,50           6
609,84           6
211,00           6
965,00           6
1631,00          6
184,80           6
36,20            6
5715,69          6
2788,79          6
283,36           6
314,90           6
334,66           6
443,84           6
744,07           6
3570,00          6
209,91           6
3664,63          6
24600,00         6
742,76           6
428,00           6
1285,00          6
444,00           6
1910,00          6
272,00           6
461,08           6
2025,00          6
269,70           6
3727,20          6
18900,00         6
127,77           6
25853,50         6
878,43           6
1142,69          6
492,35           6
8925,00          6
21912,00         6
5880,00          6
4120,00          6
587,77           6
707,05           6
286,00           6
1756,24          6
102,50           6
1024,95          6
213,65           6
556,00           6
109,90           6
33,73            6
79,95            6
455,30           6
17600,00         6
277,80           6
460,87           6
205,00           6
5189,52          6
0,33             6
6715,42          6
802742,47        6
11288,49         6
2612,37          6
536,00           6
644,19           6
662,63           6
337,86           6
2090,00          6
1886,00          6
203,28           6
8160,00          6
1472,00          6
29877,63         6
431,64           6
774,67           6
309,00           6
482,00           6
3015,76          6
543,22           6
455,78           6
224,70           6
3144,00          6
363,74           6
4280,00          6
223,57           6
328,00           6
9597,99          6
2856,52          6
1030,76          6
129,90           6
1617,30          6
32100,89         6
2,82             6
2072,00          6
231,00           6
4524,50          6
1345,00          6
851,42           6
1836,00          6
447,00           6
959,00           6
11800,00         6
540,31           6
1,83             6
34,22            6
3947,40          6
276,27           6
5850,00          6
15,75            6
1143,22          6
197,19           6
636,00           6
18062,08         6
836,00           6
3594,00          6
73,00            6
208,11           6
1683,70          6
1536,00          6
3017,18          6
187,50           6
2636,00          6
9709,11          6
2780,00          6
4419,43          6
948,15           6
75,96            6
4997,60          6
128,67           6
29145,60         6
415,58           6
164,73           6
1123,33          6
485,00           6
3801,07          6
13920,00         6
15435,46         6
490,18           6
699,65           6
1538,19          6
2835,00          6
68,36            6
109,35           6
1557,00          6
15883,35         6
591,40           6
1009,47          6
6132,00          6
656,00           6
4272,00          6
134,89           6
249,00           6
7146,01          6
248,74           6
27049,09         6
1292,74          6
2495,00          6
692,50           6
187,25           6
1330,00          6
4147,74          6
372,46           6
10,26            6
7639,02          6
1845,00          6
89970,81         6
1731,41          6
472,54           6
1548,75          6
224,20           6
876,00           6
3745,00          6
50,01            6
5752,80          6
24288,00         6
280,90           6
976,00           6
400,16           6
645,00           6
465,71           6
3770,00          6
2570,00          6
3889,15          6
3991,02          6
44,31            6
693,16           6
1324,02          6
29,66            6
1647,00          6
230,29           6
617,36           6
526,12           6
304,24           6
445,00           6
2075,00          6
873,00           6
575,41           6
1888,02          6
1421,34          6
1036,94          6
28,27            6
622,76           6
737,20           6
11233,20         6
432,93           6
2920,00          6
995,41           6
1389,00          6
72,38            6
2397,00          6
410,20           6
475,50           6
11,45            6
72,75            6
7120,00          6
17190,00         6
633,38           6
5961,20          6
9,78             6
1764,00          6
27627,60         6
187,04           6
27761,92         6
6352,50          6
27626,93         6
409,50           6
905,00           6
328,50           6
949,32           6
771,95           6
2036,16          6
1032,50          6
1824,00          6
7875,00          6
1498,62          6
202,90           6
3230,00          6
635,00           6
3784,01          6
2261,81          6
54,57            6
2765,17          6
120,"00          6
27266,97         6
222,72           6
508,32           6
4200,02          6
1218,36          6
3517,35          6
1795,62          6
13965,60         6
499,00           6
1614,27          6
24900,00         6
722,04           6
1200,93          6
952,00           6
203,00           6
2208,00          6
525,64           6
3440,00          6
775,27           6
480,53           6
36,89            6
688,32           6
3175,75          6
8,63             6
133,65           6
22937,61         6
421,92           6
2127,00          6
735,49           6
1995,70          6
557,00           6
7590,00          6
464,40           6
264,69           6
2005,00          6
11,32            6
948,25           6
2030,00          6
844,58           6
1015,00          6
432,92           6
1388,51          6
926,64           6
17400,00         6
2367,00          6
28209,83         6
4415,03          6
1985,76          6
1377,00          6
657,00           6
518,95           6
11,82            6
227,70           6
896,00           6
2318,96          6
998,00           6
24895,20         6
873,70           6
658,50           6
64,00            6
4040,28          6
572,57           6
151,60           6
370,20           6
3250,80          6
1245,00          6
1459,70          6
123,00           6
279,33           6
464,26           6
1855,25          6
2340,90          6
5490,11          6
56,92            6
27806,91         6
480,70           6
917,18           6
67,"60           6
317,50           6
685,00           6
367,64           6
1341,28          6
94,73            6
822,81           6
447,07           6
74,04            6
1060,00          6
2260,00          6
1835,00          6
439,00           6
1799,68          6
26413,20         6
2115,46          6
598,00           6
3824,48          6
54283,90         6
20640,00         6
954,00           6
1416,00          6
346,56           6
368,00           6
3210,00          6
1141,69          6
474,66           6
655,00           6
1,79             6
3614,00          6
299,00           6
197,00           6
1840,63          6
1434,04          6
1021,"97         6
1675,00          6
444,40           6
1324,33          6
2177,00          6
10087,52         6
866,00           6
2618,80          6
578,93           6
800,12           6
105,60           6
706,55           6
152,00           6
198,16           6
772,26           6
1768,76          6
2938,54          6
4411,80          6
291,00           6
996,81           6
106,55           6
934,06           6
98,26            6
555,00           6
1685,39          6
95,43            6
2430,00          6
682,15           6
915,70           6
44,34            6
20916,00         6
127,58           6
6080,00          6
7280,00          6
188,27           6
14,12            6
8855,30          6
137,51           6
160,02           6
11536,80         6
3814,50          6
932,99           6
265,70           6
1430,20          6
4490,00          6
50,82            6
381,71           6
445129,11        6
653,57           6
92,60            6
23073,60         6
999,52           6
1147,00          6
242,88           6
55,91            6
95,31            6
4720,00          6
3121,71          6
2042,42          6
280,87           6
1521,18          6
80,96            6
692,10           6
223,00           6
1317,67          6
1012,77          6
9666,35          6
738,00           6
622,34           6
15741,20         6
1008,48          6
540,27           6
739,80           6
190,80           6
1164,89          6
101,64           6
11475,00         6
761,52           6
256,02           6
289,50           6
9936,90          6
99,64            6
1260,76          6
569,00           6
126,00           6
13522,85         6
525,63           6
1720,00          6
238,15           6
106,40           6
1219,20          6
5640,00          6
11,36            6
1125,00          6
6204,00          6
595,10           6
482,05           6
1332,00          6
743,75           6
1662,00          6
1180,00          6
1327,53          6
38,00            6
1612,00          6
541,00           6
6136,21          6
1884,00          6
2860,00          6
12840,34         6
3385,00          6
1995,00          6
227,50           6
88,55            6
15860,99         6
214,98           6
1414,40          6
2335,00          6
14202,55         6
3136,00          6
3318,90          6
20,55            6
2252,00          6
163,00           6
2805,00          6
132,20           6
11508,00         6
8456,98          6
46,00            6
1522,80          6
1445,41          6
69,13            6
47265,94         6
602,09           6
240,48           6
50000,00         6
17305,20         6
852,38           6
464,80           6
1144,80          6
5464,80          6
2979,07          6
334,20           6
415,00           6
345,09           6
1580,62          6
212,50           6
608,00           6
94,00            6
1296,02          6
1278,00          6
3105,00          6
232,00           6
1295,70          6
183,00           6
598,36           6
188,00           6
4195,00          6
298,93           6
2530,00          6
4750,00          6
658,75           6
553,80           6
165,25           6
269,00           6
167,32           6
4811,00          6
1998,00          6
2212,59          6
725,83           6
28,40            6
4400,00          6
2443,00          6
2747,69          6
1672,94          6
10054,34         6
506,30           6
14148,90         6
3848,15          6
39,20            6
461,72           6
43,50            6
-12,50           6
943,12           6
286,28           6
2,80             6
10,12            6
4008,00          6
955,05           6
3684,60          6
213,50           6
52288,20         6
345,39           6
829,71           6
741,84           6
62,74            6
80000,00         6
20400,00         6
1012,50          6
3964,88          6
23500,00         6
6582,45          6
988,42           6
349,00           6
688,06           6
146,00           6
1870,00          6
1916,24          6
2585,97          6
1123,59          6
3179,16          6
3905,51          6
247,00           6
770,00           6
141,74           6
18,68            6
136,72           6
3946,80          6
1844,58          6
1854,90          6
719,08           6
80,80            6
1728,00          6
1522,00          6
497,97           6
1697,28          6
585,00           6
847,50           6
8590,00          6
4041,71          6
359,40           6
1428,08          6
1673,29          6
11,20            6
2952,33          6
4821,14          6
282,80           6
1105,00          6
326,20           6
7270,84          6
356,25           6
3825,00          6
62,90            6
5,25             6
27275,44         6
1545,00          6
79,56            6
278,30           6
316,80           6
5020,00          6
189,75           6
3,62             6
2775,00          6
7980,00          6
3496,"39         6
243,00           6
494,32           6
6953,93          6
170,"92          6
255,13           6
2391,42          6
21675,00         6
3010,00          6
44100,00         6
586,00           6
78,00            6
997,87           6
27500,00         6
2040,00          6
699,60           6
2119,29          6
388,80           6
477,00           6
1890,00          6
1881,83          6
1446,55          6
2275,00          6
71,44            6
9120,00          6
1884,24          6
1518,73          6
244,65           6
70,60            6
3671,17          6
20,24            6
893,66           6
1864,14          6
5992,00          6
203,76           6
522,07           6
862,75           6
5280,00          6
286,29           6
12616,62         6
932,00           6
395,52           6
459,68           6
705,02           6
501,00           5
199,90           5
694,00           5
480,27           5
10813,50         5
2900,00          5
5616,00          5
4028,80          5
5818,42          5
1090,28          5
4171,00          5
4245,00          5
3486,00          5
7030,00          5
227,20           5
4071,00          5
337,85           5
21,20            5
13760,00         5
566,29           5
215,60           5
8520,00          5
2001,00          5
4980,00          5
5225,43          5
8851,00          5
15331,40         5
2815,20          5
2120,00          5
582,50           5
6840,00          5
864,50           5
55,20            5
551,30           5
3890,00          5
1099,06          5
852,66           5
418,61           5
184,24           5
6650,00          5
10500,00         5
1347,00          5
3402,00          5
3166,00          5
8440,00          5
129,60           5
2770,00          5
6984,00          5
1840,00          5
722,02           5
4340,00          5
99,98            5
72,00            5
380,80           5
15311,37         5
2884,65          5
914,03           5
6480,00          5
5372,66          5
359,54           5
6624,00          5
118,80           5
258500,00        5
633,60           5
35388,00         5
1197,00          5
6139,79          5
103,00           5
228,48           5
3460,00          5
9072,00          5
279,02           5
537,50           5
3298,96          5
5626,15          5
322,75           5
435,77           5
17000,00         5
640,62           5
8200,00          5
4350,00          5
3347,40          5
1428,00          5
78,94            5
1398,46          5
90000,00         5
-140,00          5
1048,00          5
455,10           5
172,80           5
3648,00          5
757,73           5
11052,00         5
398,90           5
3350,00          5
970,00           5
2074,00          5
4380,00          5
1110,60          5
1395,39          5
2499,00          5
14100,00         5
3276,00          5
7700,00          5
1651,20          5
1054,57          5
1092,00          5
49,00            5
1068,00          5
8240,00          5
1653,00          5
434,34           5
39000,00         5
689,00           5
5583,30          5
7420,00          5
1737,50          5
428,40           5
7395,32          5
1022,00          5
3920,00          5
8550,00          5
85,00            5
112,18           5
354,00           5
921,90           5
3879,00          5
244,82           5
1213,48          5
1443,78          5
3349,98          5
152,32           5
33000,00         5
332,40           5
3530,00          5
2531,22          5
173,00           5
17500,00         5
184,00           5
0,18             5
14,00            5
462,00           5
1072,00          5
85000,00         5
3288,51          5
1595,00          5
16390,10         5
11840,00         5
7,00             5
14000,00         5
273,54           5
7102,64          5
219,00           5
147,00           5
85,40            5
222,12           5
1715,00          5
5670,00          5
2898,00          5
12,"48           4
196,98           4
35000,00         4
553,14           4
5976,00          4
14891,37         4
2790,00          4
116,00           4
382202,90        4
492,00           4
520,80           4
7180,00          4
1566,00          4
265,20           4
767,72           4
3270,00          4
293,54           4
136,55           4
20072,50         4
387,60           4
21,83            4
8472,50          4
9465,00          4
427,47           4
2569,87          4
78000,00         4
8310,00          4
-1,00            4
5800,00          4
1052,50          4
1749,00          4
113,47           4
2875,00          4
748,05           4
149,60           4
921,97           4
9108,00          4
1044,90          4
1479,00          4
1827,00          4
10900,00         4
188,15           4
1452,12          4
1053,00          4
1897,50          4
1710,00          4
98,72            4
3293,00          4
622,00           4
127,00           4
4570,00          4
14653,22         4
2402,50          4
687,99           4
923,00           4
237,00           4
